"user_id";"event_date";"event_type"
38;"2023-05-15";watch
39;"2023-02-25";watch
39;"2023-02-21";watch
40;"2023-05-23";watch
40;"2023-05-23";watch
40;"2023-05-18";watch
40;"2023-05-20";watch
40;"2023-05-21";watch
40;"2023-05-20";watch
40;"2023-05-15";watch
40;"2023-05-20";watch
40;"2023-05-24";watch
41;"2023-01-25";watch
41;"2023-01-24";watch
42;"2023-03-20";watch
42;"2023-03-15";watch
42;"2023-03-16";watch
42;"2023-03-14";watch
42;"2023-03-26";watch
42;"2023-03-26";watch
42;"2023-03-26";watch
42;"2023-03-27";watch
42;"2023-03-24";watch
43;"2023-06-23";watch
43;"2023-07-05";watch
43;"2023-06-25";watch
43;"2023-06-24";watch
43;"2023-07-06";watch
43;"2023-07-15";watch
43;"2023-06-30";watch
43;"2023-06-24";watch
43;"2023-06-30";watch
44;"2023-02-11";watch
44;"2023-02-07";watch
44;"2023-02-15";watch
44;"2023-02-03";watch
44;"2023-01-18";watch
44;"2023-02-11";watch
44;"2023-01-26";watch
44;"2023-02-03";watch
44;"2023-02-14";watch
45;"2023-05-20";watch
45;"2023-05-19";watch
45;"2023-05-20";watch
45;"2023-05-13";watch
46;"2023-04-05";watch
47;"2023-03-04";watch
47;"2023-03-05";watch
47;"2023-03-21";watch
47;"2023-03-14";watch
47;"2023-03-21";watch
47;"2023-03-11";watch
47;"2023-03-04";watch
47;"2023-03-29";watch
47;"2023-03-05";watch
48;"2023-01-14";watch
48;"2023-01-15";watch
49;"2023-02-05";watch
50;"2023-04-05";watch
50;"2023-04-03";watch
50;"2023-04-02";watch
50;"2023-03-31";watch
51;"2023-02-23";watch
51;"2023-02-28";watch
52;"2023-05-12";watch
52;"2023-05-14";watch
53;"2023-04-01";watch
53;"2023-04-01";watch
53;"2023-03-31";watch
53;"2023-04-02";watch
53;"2023-03-25";watch
53;"2023-03-30";watch
53;"2023-03-25";watch
53;"2023-03-27";watch
53;"2023-03-27";watch
54;"2023-04-06";watch
54;"2023-04-02";watch
55;"2023-05-08";watch
55;"2023-04-25";watch
56;"2023-06-25";watch
56;"2023-06-22";watch
57;"2023-01-10";watch
58;"2023-06-26";watch
58;"2023-06-24";watch
59;"2023-02-13";watch
60;"2023-03-22";watch
60;"2023-03-23";watch
61;"2023-06-19";watch
61;"2023-06-13";watch
62;"2023-02-24";watch
62;"2023-02-25";watch
63;"2023-04-24";watch
64;"2023-06-28";watch
64;"2023-06-01";watch
65;"2023-01-13";watch
65;"2023-01-07";watch
65;"2023-01-02";watch
65;"2023-01-02";watch
65;"2023-01-08";watch
65;"2023-01-14";watch
65;"2023-01-08";watch
65;"2023-01-04";watch
65;"2023-01-15";watch
66;"2023-06-06";watch
66;"2023-05-22";watch
66;"2023-05-24";watch
66;"2023-06-02";watch
66;"2023-05-25";watch
66;"2023-06-07";watch
66;"2023-05-23";watch
66;"2023-05-29";watch
66;"2023-06-01";watch
67;"2023-04-14";watch
67;"2023-04-26";watch
67;"2023-04-04";watch
67;"2023-02-24";watch
67;"2023-05-13";watch
67;"2023-05-13";watch
67;"2023-05-21";watch
67;"2023-03-16";watch
67;"2023-05-14";watch
67;"2023-04-16";watch
67;"2023-05-20";watch
67;"2023-03-15";watch
67;"2023-04-19";watch
67;"2023-04-22";watch
67;"2023-04-07";watch
67;"2023-04-11";watch
67;"2023-05-12";watch
67;"2023-04-21";watch
67;"2023-05-14";watch
67;"2023-05-11";watch
67;"2023-02-25";watch
67;"2023-04-19";watch
67;"2023-03-08";watch
67;"2023-03-29";watch
67;"2023-03-28";watch
67;"2023-04-04";watch
67;"2023-04-20";watch
68;"2023-04-27";watch
68;"2023-04-20";watch
68;"2023-04-25";watch
68;"2023-04-17";watch
68;"2023-04-26";watch
68;"2023-04-29";watch
68;"2023-04-28";watch
68;"2023-04-21";watch
68;"2023-04-25";watch
69;"2023-01-05";watch
69;"2023-01-04";watch
69;"2023-01-08";watch
69;"2023-01-06";watch
70;"2023-04-22";watch
70;"2023-03-18";watch
70;"2023-03-17";watch
70;"2023-03-23";watch
70;"2023-04-19";watch
70;"2023-04-18";watch
70;"2023-03-06";watch
70;"2023-04-02";watch
70;"2023-03-04";watch
70;"2023-04-13";watch
70;"2023-02-26";watch
70;"2023-02-24";watch
70;"2023-03-04";watch
70;"2023-04-22";watch
70;"2023-03-17";watch
70;"2023-04-10";watch
70;"2023-03-23";watch
70;"2023-03-04";watch
70;"2023-03-15";watch
70;"2023-04-05";watch
70;"2023-02-25";watch
70;"2023-03-24";watch
70;"2023-03-26";watch
70;"2023-04-02";watch
70;"2023-03-05";watch
70;"2023-04-08";watch
70;"2023-03-22";watch
70;"2023-02-25";watch
70;"2023-04-17";watch
70;"2023-02-23";watch
70;"2023-04-04";watch
70;"2023-04-15";watch
70;"2023-03-06";watch
70;"2023-03-25";watch
70;"2023-04-06";watch
70;"2023-03-22";watch
70;"2023-02-25";watch
70;"2023-03-15";watch
70;"2023-03-22";watch
70;"2023-04-06";watch
70;"2023-04-05";watch
70;"2023-03-03";watch
71;"2023-06-12";watch
72;"2023-03-07";watch
72;"2023-04-12";watch
72;"2023-04-04";watch
72;"2023-02-20";watch
72;"2023-02-13";watch
72;"2023-03-06";watch
72;"2023-03-20";watch
72;"2023-03-07";watch
72;"2023-02-19";watch
72;"2023-02-19";watch
72;"2023-04-06";watch
72;"2023-02-26";watch
72;"2023-03-31";watch
72;"2023-03-24";watch
72;"2023-03-11";watch
72;"2023-03-16";watch
72;"2023-03-03";watch
72;"2023-03-15";watch
73;"2023-06-15";watch
74;"2023-01-16";watch
74;"2023-01-24";watch
75;"2023-04-28";watch
75;"2023-04-28";watch
75;"2023-04-05";watch
75;"2023-04-21";watch
75;"2023-04-22";watch
75;"2023-04-19";watch
75;"2023-04-08";watch
75;"2023-04-13";watch
75;"2023-04-19";watch
75;"2023-04-27";watch
75;"2023-04-11";watch
75;"2023-04-23";watch
75;"2023-04-30";watch
75;"2023-04-19";watch
75;"2023-04-20";watch
75;"2023-04-20";watch
75;"2023-04-09";watch
75;"2023-04-16";watch
75;"2023-04-07";watch
75;"2023-05-03";watch
75;"2023-04-22";watch
76;"2023-02-27";watch
77;"2023-01-27";watch
77;"2023-01-22";watch
77;"2023-01-26";watch
77;"2023-02-01";watch
77;"2023-02-07";watch
77;"2023-01-17";watch
77;"2023-01-22";watch
77;"2023-02-12";watch
77;"2023-01-18";watch
78;"2023-03-10";watch
79;"2023-04-16";watch
79;"2023-04-13";watch
79;"2023-05-22";watch
79;"2023-06-17";watch
79;"2023-05-17";watch
79;"2023-05-28";watch
79;"2023-05-21";watch
79;"2023-06-16";watch
79;"2023-04-15";watch
79;"2023-04-06";watch
79;"2023-06-07";watch
79;"2023-06-01";watch
79;"2023-04-03";watch
79;"2023-06-19";watch
79;"2023-04-03";watch
79;"2023-05-22";watch
79;"2023-06-17";watch
79;"2023-06-10";watch
79;"2023-03-24";watch
79;"2023-05-17";watch
79;"2023-05-11";watch
79;"2023-05-05";watch
79;"2023-06-18";watch
79;"2023-05-17";watch
79;"2023-05-07";watch
79;"2023-05-09";watch
79;"2023-06-10";watch
79;"2023-04-01";watch
79;"2023-05-25";watch
79;"2023-04-23";watch
79;"2023-05-29";watch
79;"2023-04-05";watch
79;"2023-03-27";watch
79;"2023-05-03";watch
79;"2023-05-18";watch
79;"2023-04-26";watch
79;"2023-05-19";watch
79;"2023-06-12";watch
79;"2023-06-03";watch
79;"2023-04-09";watch
79;"2023-05-04";watch
79;"2023-06-04";watch
79;"2023-05-25";watch
79;"2023-05-26";watch
79;"2023-06-17";watch
79;"2023-04-16";watch
79;"2023-06-13";watch
79;"2023-06-18";watch
79;"2023-05-23";watch
79;"2023-04-01";watch
79;"2023-06-17";watch
79;"2023-05-22";watch
79;"2023-04-20";watch
79;"2023-05-27";watch
79;"2023-05-18";watch
79;"2023-04-08";watch
79;"2023-06-01";watch
79;"2023-04-12";watch
79;"2023-05-06";watch
79;"2023-04-22";watch
79;"2023-04-17";watch
79;"2023-04-15";watch
80;"2023-06-16";watch
80;"2023-04-23";watch
80;"2023-05-28";watch
80;"2023-05-29";watch
80;"2023-05-30";watch
80;"2023-05-11";watch
80;"2023-04-21";watch
80;"2023-06-13";watch
80;"2023-06-11";watch
80;"2023-05-12";watch
80;"2023-05-05";watch
80;"2023-05-11";watch
80;"2023-06-11";watch
80;"2023-05-06";watch
80;"2023-04-27";watch
80;"2023-04-23";watch
80;"2023-05-24";watch
80;"2023-06-05";watch
81;"2023-03-06";watch
82;"2023-02-09";watch
82;"2023-02-10";watch
82;"2023-01-31";watch
82;"2023-02-10";watch
82;"2023-01-29";watch
82;"2023-01-30";watch
82;"2023-02-25";watch
82;"2023-02-06";watch
82;"2023-03-18";watch
82;"2023-01-26";watch
82;"2023-03-13";watch
82;"2023-02-27";watch
82;"2023-02-18";watch
82;"2023-03-01";watch
82;"2023-03-04";watch
82;"2023-02-07";watch
82;"2023-02-17";watch
82;"2023-03-16";watch
82;"2023-02-18";watch
82;"2023-02-05";watch
82;"2023-02-13";watch
82;"2023-02-12";watch
82;"2023-03-17";watch
82;"2023-02-08";watch
82;"2023-03-13";watch
82;"2023-03-01";watch
82;"2023-02-02";watch
82;"2023-02-18";watch
82;"2023-02-13";watch
82;"2023-03-06";watch
82;"2023-02-07";watch
82;"2023-03-19";watch
82;"2023-02-07";watch
82;"2023-03-21";watch
82;"2023-02-11";watch
82;"2023-03-18";watch
82;"2023-02-27";watch
82;"2023-03-11";watch
82;"2023-03-20";watch
82;"2023-02-20";watch
82;"2023-02-10";watch
82;"2023-02-11";watch
83;"2023-06-11";watch
83;"2023-06-12";watch
83;"2023-06-08";watch
83;"2023-06-06";watch
84;"2023-06-03";watch
85;"2023-02-10";watch
85;"2023-02-28";watch
86;"2023-06-28";watch
87;"2023-02-10";watch
87;"2023-02-12";watch
87;"2023-02-01";watch
87;"2023-02-09";watch
87;"2023-01-28";watch
87;"2023-01-19";watch
87;"2023-01-21";watch
87;"2023-02-08";watch
87;"2023-02-06";watch
87;"2023-01-31";watch
87;"2023-02-07";watch
87;"2023-02-03";watch
87;"2023-01-26";watch
87;"2023-01-18";watch
87;"2023-01-19";watch
87;"2023-01-27";watch
87;"2023-02-13";watch
87;"2023-01-16";watch
87;"2023-01-28";watch
87;"2023-02-07";watch
87;"2023-01-25";watch
88;"2023-02-21";watch
89;"2023-03-12";watch
90;"2023-04-01";watch
90;"2023-04-02";watch
91;"2023-03-12";watch
91;"2023-03-12";watch
92;"2023-01-28";watch
92;"2023-02-06";watch
92;"2023-02-05";watch
92;"2023-03-13";watch
92;"2023-03-12";watch
92;"2023-03-01";watch
92;"2023-02-15";watch
92;"2023-01-18";watch
92;"2023-01-14";watch
92;"2023-02-28";watch
92;"2023-01-12";watch
92;"2023-01-12";watch
92;"2023-03-05";watch
92;"2023-02-08";watch
92;"2023-03-18";watch
92;"2023-01-25";watch
92;"2023-02-23";watch
92;"2023-02-06";watch
92;"2023-03-05";watch
92;"2023-02-05";watch
92;"2023-01-11";watch
92;"2023-01-16";watch
92;"2023-01-09";watch
92;"2023-01-13";watch
92;"2023-04-01";watch
92;"2023-02-25";watch
92;"2023-02-09";watch
93;"2023-04-07";watch
93;"2023-04-11";watch
94;"2023-05-10";watch
94;"2023-05-18";watch
94;"2023-05-09";watch
94;"2023-05-15";watch
95;"2023-05-19";watch
95;"2023-05-29";watch
95;"2023-05-16";watch
95;"2023-05-22";watch
95;"2023-05-20";watch
95;"2023-05-19";watch
95;"2023-05-26";watch
95;"2023-05-20";watch
95;"2023-05-22";watch
96;"2023-03-15";watch
96;"2023-03-06";watch
96;"2023-03-17";watch
96;"2023-03-13";watch
97;"2023-05-25";watch
97;"2023-05-25";watch
97;"2023-05-24";watch
97;"2023-05-23";watch
98;"2023-03-31";watch
98;"2023-03-25";watch
99;"2023-06-07";watch
99;"2023-06-18";watch
99;"2023-06-01";watch
99;"2023-05-30";watch
99;"2023-06-26";watch
99;"2023-05-18";watch
99;"2023-06-09";watch
99;"2023-06-06";watch
99;"2023-06-07";watch
99;"2023-05-19";watch
99;"2023-06-06";watch
99;"2023-07-04";watch
99;"2023-07-11";watch
99;"2023-06-03";watch
99;"2023-07-14";watch
99;"2023-06-07";watch
99;"2023-06-06";watch
99;"2023-07-10";watch
99;"2023-06-21";watch
99;"2023-05-19";watch
99;"2023-06-14";watch
99;"2023-07-13";watch
99;"2023-05-27";watch
99;"2023-05-29";watch
99;"2023-06-03";watch
99;"2023-06-01";watch
99;"2023-05-23";watch
99;"2023-05-30";watch
99;"2023-06-18";watch
99;"2023-07-03";watch
99;"2023-05-17";watch
99;"2023-06-08";watch
99;"2023-06-14";watch
99;"2023-06-01";watch
99;"2023-07-05";watch
99;"2023-06-16";watch
99;"2023-05-22";watch
99;"2023-07-05";watch
99;"2023-05-26";watch
99;"2023-06-14";watch
99;"2023-05-17";watch
99;"2023-06-05";watch
100;"2023-07-26";watch
101;"2023-06-12";watch
101;"2023-06-14";watch
102;"2023-02-10";watch
103;"2023-06-04";watch
103;"2023-06-06";watch
104;"2023-01-10";watch
104;"2023-01-08";watch
104;"2023-01-05";watch
104;"2023-01-08";watch
105;"2023-02-18";watch
106;"2023-01-31";watch
106;"2023-01-29";watch
107;"2023-05-25";watch
107;"2023-05-26";watch
107;"2023-05-20";watch
107;"2023-05-17";watch
108;"2023-03-13";watch
109;"2023-01-18";watch
109;"2023-01-24";watch
109;"2023-01-20";watch
109;"2023-01-22";watch
110;"2023-08-09";watch
110;"2023-07-01";watch
111;"2023-02-05";watch
111;"2023-02-05";watch
112;"2023-02-18";watch
112;"2023-02-19";watch
113;"2023-06-15";watch
113;"2023-06-07";watch
113;"2023-06-19";watch
113;"2023-06-15";watch
113;"2023-06-04";watch
113;"2023-06-08";watch
113;"2023-06-01";watch
113;"2023-05-31";watch
113;"2023-06-06";watch
114;"2023-03-08";watch
114;"2023-04-07";watch
114;"2023-04-29";watch
114;"2023-04-13";watch
114;"2023-03-23";watch
114;"2023-03-21";watch
114;"2023-03-16";watch
114;"2023-05-19";watch
114;"2023-03-22";watch
114;"2023-04-18";watch
114;"2023-05-13";watch
114;"2023-04-20";watch
114;"2023-05-13";watch
114;"2023-04-16";watch
114;"2023-04-07";watch
114;"2023-04-24";watch
114;"2023-05-14";watch
114;"2023-05-31";watch
114;"2023-03-21";watch
114;"2023-04-15";watch
114;"2023-05-21";watch
114;"2023-03-06";watch
114;"2023-04-11";watch
114;"2023-05-09";watch
114;"2023-04-14";watch
114;"2023-04-24";watch
114;"2023-05-04";watch
115;"2023-02-08";watch
115;"2023-02-17";watch
116;"2023-04-15";watch
117;"2023-06-24";watch
117;"2023-06-22";watch
118;"2023-04-30";watch
118;"2023-04-27";watch
118;"2023-05-08";watch
118;"2023-05-05";watch
118;"2023-05-11";watch
118;"2023-04-19";watch
118;"2023-04-15";watch
118;"2023-04-23";watch
118;"2023-04-21";watch
119;"2023-02-08";watch
119;"2023-02-08";watch
119;"2023-02-06";watch
119;"2023-02-10";watch
120;"2023-04-11";watch
120;"2023-04-17";watch
120;"2023-05-01";watch
120;"2023-04-30";watch
120;"2023-05-05";watch
120;"2023-04-24";watch
120;"2023-04-24";watch
120;"2023-04-24";watch
120;"2023-05-01";watch
121;"2023-07-03";watch
121;"2023-07-07";watch
121;"2023-06-28";watch
121;"2023-07-04";watch
121;"2023-07-07";watch
121;"2023-06-26";watch
121;"2023-06-29";watch
121;"2023-06-25";watch
121;"2023-07-03";watch
122;"2023-05-26";watch
122;"2023-05-13";watch
122;"2023-05-14";watch
122;"2023-06-01";watch
122;"2023-05-21";watch
122;"2023-05-27";watch
122;"2023-05-27";watch
122;"2023-05-18";watch
122;"2023-05-29";watch
123;"2023-01-07";watch
124;"2023-01-08";watch
124;"2023-01-11";watch
124;"2023-01-08";watch
124;"2023-01-14";watch
125;"2023-06-16";watch
125;"2023-06-17";watch
125;"2023-06-15";watch
125;"2023-06-13";watch
125;"2023-06-18";watch
125;"2023-06-05";watch
125;"2023-06-05";watch
125;"2023-06-11";watch
125;"2023-06-15";watch
125;"2023-05-30";watch
125;"2023-05-26";watch
125;"2023-06-12";watch
125;"2023-06-07";watch
125;"2023-05-29";watch
125;"2023-06-06";watch
125;"2023-05-30";watch
125;"2023-06-02";watch
125;"2023-06-08";watch
125;"2023-06-19";watch
125;"2023-06-07";watch
125;"2023-05-25";watch
126;"2023-04-25";watch
126;"2023-04-17";watch
127;"2023-02-02";watch
128;"2023-06-21";watch
128;"2023-07-09";watch
128;"2023-06-28";watch
128;"2023-07-13";watch
128;"2023-06-28";watch
128;"2023-06-15";watch
128;"2023-06-11";watch
128;"2023-05-29";watch
128;"2023-07-09";watch
128;"2023-06-03";watch
128;"2023-07-04";watch
128;"2023-06-12";watch
128;"2023-06-07";watch
128;"2023-06-02";watch
128;"2023-06-29";watch
128;"2023-06-06";watch
128;"2023-07-12";watch
128;"2023-06-21";watch
128;"2023-06-07";watch
128;"2023-06-01";watch
128;"2023-06-27";watch
128;"2023-05-27";watch
128;"2023-06-25";watch
128;"2023-07-06";watch
128;"2023-05-21";watch
128;"2023-05-18";watch
128;"2023-06-16";watch
128;"2023-07-03";watch
128;"2023-06-18";watch
128;"2023-06-10";watch
128;"2023-05-26";watch
128;"2023-06-28";watch
128;"2023-07-05";watch
128;"2023-06-03";watch
128;"2023-06-10";watch
128;"2023-07-01";watch
128;"2023-05-23";watch
128;"2023-07-12";watch
128;"2023-06-13";watch
128;"2023-06-01";watch
128;"2023-06-23";watch
128;"2023-05-30";watch
129;"2023-01-16";watch
129;"2023-02-15";watch
129;"2023-03-13";watch
129;"2023-02-15";watch
129;"2023-01-30";watch
129;"2023-03-03";watch
129;"2023-03-02";watch
129;"2023-02-16";watch
129;"2023-01-21";watch
129;"2023-01-26";watch
129;"2023-03-06";watch
129;"2023-03-02";watch
129;"2023-02-02";watch
129;"2023-02-12";watch
129;"2023-02-23";watch
129;"2023-02-16";watch
129;"2023-01-22";watch
129;"2023-01-29";watch
129;"2023-02-09";watch
129;"2023-01-16";watch
129;"2023-02-07";watch
129;"2023-02-25";watch
129;"2023-02-24";watch
129;"2023-01-21";watch
129;"2023-02-17";watch
129;"2023-03-10";watch
129;"2023-03-02";watch
129;"2023-02-01";watch
129;"2023-02-24";watch
129;"2023-02-16";watch
129;"2023-02-14";watch
129;"2023-02-15";watch
129;"2023-02-03";watch
129;"2023-02-01";watch
129;"2023-01-22";watch
129;"2023-01-30";watch
129;"2023-03-02";watch
129;"2023-02-15";watch
129;"2023-03-01";watch
129;"2023-02-23";watch
129;"2023-02-06";watch
129;"2023-02-01";watch
130;"2023-04-10";watch
130;"2023-04-22";watch
130;"2023-04-22";watch
130;"2023-04-02";watch
130;"2023-04-17";watch
130;"2023-04-02";watch
130;"2023-04-10";watch
130;"2023-04-12";watch
130;"2023-04-02";watch
131;"2023-02-17";watch
131;"2023-02-15";watch
132;"2023-05-29";watch
132;"2023-06-15";watch
132;"2023-06-13";watch
132;"2023-06-13";watch
132;"2023-05-15";watch
132;"2023-05-13";watch
132;"2023-05-30";watch
132;"2023-06-08";watch
132;"2023-06-12";watch
132;"2023-05-23";watch
132;"2023-05-11";watch
132;"2023-06-25";watch
132;"2023-05-04";watch
132;"2023-05-20";watch
132;"2023-05-27";watch
132;"2023-06-04";watch
132;"2023-06-21";watch
132;"2023-05-29";watch
132;"2023-06-29";watch
132;"2023-07-01";watch
132;"2023-06-10";watch
132;"2023-06-17";watch
132;"2023-05-04";watch
132;"2023-05-25";watch
132;"2023-05-31";watch
132;"2023-06-03";watch
132;"2023-06-15";watch
132;"2023-06-12";watch
132;"2023-05-14";watch
132;"2023-06-03";watch
132;"2023-06-30";watch
132;"2023-06-01";watch
132;"2023-06-18";watch
132;"2023-06-20";watch
132;"2023-05-12";watch
132;"2023-06-02";watch
